300,2662,0
344,2647,0
350,2651,0
351,2649,0
354,2651,0
352,2665,1
359,2668,1
358,2660,1
359,2669,1
341,2649,1
357,2648,2
367,2653,2
394,2636,2
356,2646,2
365,2642,2
364,2630,3
363,2630,3
366,2633,3
374,2632,3
364,2630,3
369,2636,4
375,2642,4
371,2643,4
378,2642,4
390,2622,4
402,2632,5
380,2625,5
384,2619,5
374,2633,5
387,2630,5
386,2625,6
385,2629,6
392,2631,6
390,2609,6
389,2618,6
393,2625,7
393,2621,7
384,2644,7
405,2588,7
377,2605,7
401,2609,8
399,2607,8
400,2604,8
405,2600,8
405,2609,8
416,2595,8
415,2609,9
414,2604,9
416,2605,9
416,2592,9
415,2596,9
421,2603,10
415,2592,10
410,2592,10
424,2584,10
418,2580,10
423,2579,11
419,2591,11
424,2581,11
422,2583,11
406,2563,11
404,2572,12
443,2577,12
423,2560,12
438,2593,12
424,2584,12
429,2580,13
431,2583,13
439,2578,13
441,2579,13
445,2577,13
444,2572,14
436,2573,14
441,2572,14
448,2565,14
450,2574,14
453,2571,15
460,2563,15
461,2565,15
447,2566,15
448,2565,15
452,2561,16
437,2540,16
468,2566,16
470,2552,16
463,2543,16
468,2575,17
471,2569,17
463,2536,17
451,2574,17
464,2536,17
465,2528,18
467,2537,18
467,2545,18
474,2527,18
467,2538,18
468,2548,19
483,2544,19
474,2530,19
481,2531,19
480,2522,19
480,2515,20
478,2519,20
487,2523,20
484,2517,20
487,2514,20
491,2521,21
487,2515,21
492,2518,21
490,2496,21
500,2507,21
500,2510,22
509,2520,22
480,2528,22
498,2518,22
499,2521,22
498,2504,23
507,2513,23
509,2516,23
507,2506,23
509,2515,23
512,2501,24
507,2498,24
516,2504,24
515,2494,24
516,2497,24
519,2506,25
513,2494,25
513,2500,25
519,2493,25
519,2486,25
525,2483,26
530,2489,26
525,2484,26
537,2491,26
513,2505,26
505,2490,27
555,2519,27
523,2475,27
535,2487,27
532,2484,27
528,2488,28
540,2478,28
535,2462,28
537,2465,28
537,2460,28
542,2466,29
544,2468,29
544,2467,29
552,2461,29
544,2470,29
552,2458,30
547,2459,30
555,2466,30
552,2463,30
553,2458,30
558,2458,31
558,2454,31
557,2452,31
557,2457,31
564,2453,31
563,2446,32
562,2437,32
563,2432,32
559,2423,32
558,2429,32
570,2435,33
572,2407,33
568,2414,33
564,2394,33
557,2430,33
564,2428,34
575,2416,34
582,2422,34
573,2413,34
586,2418,34
578,2418,35
581,2410,35
580,2412,35
581,2414,35
584,2411,35
588,2406,36
588,2411,36
588,2423,36
590,2407,36
586,2404,36
597,2400,37
589,2396,37
596,2398,37
591,2399,37
595,2387,37
602,2394,37
611,2397,38
606,2388,38
600,2386,38
610,2388,38
597,2389,38
607,2382,39
609,2389,39
610,2396,39
613,2376,39
612,2381,39
627,2362,40
598,2390,40
644,2401,40
603,2375,40
605,2357,40
632,2360,41
614,2373,41
617,2365,41
623,2363,41
622,2373,41
621,2359,42
634,2360,42
635,2364,42
629,2356,42
628,2356,42
634,2363,43
634,2351,43
635,2355,43
637,2353,43
636,2348,43
635,2354,44
638,2352,44
637,2344,44
638,2344,44
640,2345,44
635,2341,45
646,2346,45
647,2346,45
650,2344,45
656,2336,45
646,2335,46
654,2340,46
652,2345,46
646,2343,46
659,2341,46
655,2345,47
661,2329,47
658,2324,47
655,2323,47
659,2326,47
668,2326,48
672,2325,48
668,2320,48
660,2325,48
666,2319,48
671,2316,49
674,2312,49
678,2314,49
676,2317,49
670,2314,49
672,2308,50
685,2314,50
671,2304,50
678,2299,50
669,2315,50
672,2309,51
679,2298,51
695,2312,51
698,2300,51
691,2298,51
683,2298,52
697,2276,52
684,2274,52
708,2279,52
708,2315,52
698,2284,53
697,2290,53
696,2291,53
688,2269,53
703,2265,53
704,2312,54
682,2305,54
699,2271,54
707,2264,54
707,2267,54
702,2272,55
698,2272,55
716,2273,55
704,2271,55
705,2276,55
713,2261,56
717,2271,56
721,2261,56
711,2264,56
711,2251,56
718,2256,57
711,2259,57
722,2260,57
721,2260,57
723,2250,57
725,2263,58
726,2252,58
722,2250,58
723,2248,58
731,2245,58
725,2248,59
725,2252,59
728,2254,59
740,2244,59
735,2244,59
740,2243,60
740,2244,60
744,2245,60
734,2242,60
743,2234,60
739,2231,61
742,2235,61
745,2248,61
746,2242,61
748,2238,61
753,2233,62
746,2242,62
754,2224,62
755,2222,62
749,2228,62
756,2221,63
754,2221,63
754,2228,63
757,2228,63
762,2213,63
757,2212,64
761,2222,64
759,2203,64
760,2216,64
762,2207,64
762,2209,65
762,2219,65
762,2201,65
768,2211,65
763,2207,65
768,2205,66
770,2200,66
772,2201,66
775,2209,66
776,2209,66
775,2199,67
775,2192,67
780,2199,67
780,2195,67
781,2196,67
780,2187,67
778,2194,68
785,2181,68
783,2191,68
788,2191,68
791,2182,68
790,2182,69
786,2191,69
796,2188,69
788,2178,69
801,2178,69
788,2181,70
795,2184,70
794,2175,70
801,2178,70
797,2175,70
799,2173,71
797,2172,71
803,2176,71
805,2166,71
804,2165,71
805,2165,72
812,2165,72
809,2159,72
808,2161,72
808,2162,72
813,2165,73
812,2159,73
813,2165,73
821,2151,73
815,2151,73
809,2159,74
823,2148,74
824,2149,74
817,2142,74
826,2146,74
822,2149,75
825,2155,75
826,2154,75
824,2134,75
824,2143,75
819,2135,76
839,2158,76
816,2149,76
834,2123,76
826,2173,76
819,2165,77
813,2144,77
824,2146,77
833,2155,77
852,2121,77
832,2103,78
848,2148,78
846,2129,78
846,2131,78
851,2118,78
842,2122,79
849,2123,79
846,2123,79
851,2122,79
849,2109,79
854,2122,80
847,2120,80
843,2122,80
846,2114,80
850,2095,80
854,2110,81
854,2116,81
854,2117,81
859,2119,81
866,2108,81
859,2111,82
868,2104,82
867,2105,82
860,2105,82
876,2099,82
855,2100,83
862,2098,83
870,2091,83
871,2095,83
871,2092,83
874,2097,84
870,2096,84
869,2100,84
871,2090,84
881,2096,84
882,2100,85
879,2097,85
879,2094,85
884,2093,85
885,2087,85
879,2086,86
885,2083,86
878,2080,86
886,2084,86
890,2078,86
888,2083,87
886,2075,87
887,2071,87
892,2067,87
890,2068,87
893,2069,88
889,2070,88
898,2065,88
897,2066,88
889,2066,88
902,2066,89
896,2061,89
896,2058,89
900,2064,89
903,2058,89
905,2057,90
904,2050,90
904,2048,90
904,2048,90
910,2057,90
904,2054,91
904,2044,91
903,2045,91
910,2058,91
915,2052,91
919,2057,92
916,2061,92
922,2053,92
916,2048,92
916,2047,92
921,2044,93
922,2040,93
924,2050,93
925,2047,93
927,2039,93
922,2041,94
930,2034,94
920,2040,94
930,2035,94
